id,lat,lon,year_mon,geoid
895,37.777832031,-122.446012179,2021-11,06075015702
896,37.76755547,-122.418548327,2021-04,06075020101
897,37.771835346,-122.443861894,2024-09,06075016601
898,37.765582441,-122.463269353,2024-02,06075030101
899,37.78487378,-122.389808109,2021-03,06075061508
900,37.781595588,-122.412190669,2023-03,06075012504
901,37.803059304,-122.429881854,2021-01,06075012901
902,37.710646452,-122.441958286,2022-09,06075026303
903,37.764104409,-122.421877973,2020-09,06075020201
904,37.789478818,-122.414561131,2023-06,06075011901
905,37.764373209,-122.41747849,2022-09,06075020102
906,37.78041897,-122.504039536,2021-06,06075047902
907,37.753648459,-122.408334854,2023-06,06075022903
908,37.773574575,-122.448495991,2021-07,06075016500
909,37.774131213,-122.430012452,2020-10,06075016300
910,37.790494993,-122.408784625,2021-03,06075011902
911,37.78832457,-122.393911345,2022-06,06075061507
912,37.78658886,-122.401692292,2020-01,06075061501
913,37.78832457,-122.393911345,2022-10,06075061507
914,37.783006862,-122.483800845,2023-04,06075042601
915,37.738150834,-122.480789876,2023-05,06075033002
916,37.759694412,-122.441904387,2022-01,06075020401
917,37.77620321,-122.428744874,2022-03,06075016300
918,37.795702132,-122.416839772,2022-03,06075011002
919,37.781537434,-122.40951834,2022-01,06075017604
920,37.75457187,-122.419712713,2021-09,06075020900
921,37.760630122,-122.500028139,2024-06,06075035101
922,37.74818548,-122.507749425,2022-09,06075035400
923,37.780457839,-122.428690538,2022-10,06075016102
924,37.759674227,-122.481688178,2022-05,06075032601
925,37.794766557,-122.424060518,2022-05,06075013101
926,37.782026513,-122.463349692,2021-12,06075040100
927,37.783969397,-122.462416623,2020-07,06075040100
928,37.798241407,-122.403286579,2021-07,06075010600
929,37.710214166,-122.450670999,2024-12,06075026201
930,37.780052504,-122.409773824,2021-10,06075017602
931,37.76473758,-122.461059498,2024-09,06075030101
932,37.787277155,-122.416825198,2020-07,06075012002
933,37.78832457,-122.393911345,2022-10,06075061507
934,37.777887965,-122.413601564,2022-07,06075017604
935,37.781145862,-122.409026046,2022-01,06075017604
936,37.787702854,-122.416801262,2021-07,06075012002
937,37.777020737,-122.469900956,2024-06,06075045201
938,37.78832457,-122.393911345,2024-09,06075061507
939,37.782522766,-122.42327156,2024-09,06075016000
940,37.757385325,-122.413999386,2022-02,06075022801
941,37.794325885,-122.416450547,2021-04,06075011001
942,37.749967474,-122.416100108,2021-12,06075020900
943,37.774815417,-122.42600232,2020-02,06075016300
944,37.753099981,-122.41750085,2021-12,06075020900
945,37.777083316,-122.416979514,2022-08,06075012405
946,37.774091304,-122.419997169,2020-02,06075020101
947,37.774759785,-122.416457295,2024-06,06075017603
948,37.764104409,-122.421877973,2020-11,06075020201
949,37.743906046,-122.422318437,2024-12,06075025300
950,37.78832457,-122.393911345,2022-08,06075061507
951,37.787419654,-122.392776012,2021-06,06075061506
952,37.75503551,-122.41205359,2024-05,06075022803
953,37.783388956,-122.409832446,2020-08,06075012503
954,37.776305024,-122.463873977,2024-12,06075045100
955,37.777400365,-122.4085655,2023-07,06075017804
956,37.786059846,-122.414643592,2021-03,06075012302
957,37.777083316,-122.416979514,2022-08,06075012405
958,37.780200445,-122.460927946,2020-02,06075045100
959,37.79838308,-122.407521729,2024-06,06075010701
960,37.759121018,-122.390401159,2021-06,06075022600
961,37.79037878,-122.443466218,2022-04,06075013402
962,37.781537434,-122.40951834,2022-09,06075017604
963,37.799523276,-122.427619652,2023-05,06075012902
964,37.742786674,-122.436282312,2021-05,06075021600
965,37.7553034,-122.407594195,2020-09,06075022803
966,37.735959764,-122.399421228,2023-05,06075023001
967,37.802511614,-122.445913523,2023-11,06075012700
968,37.774759785,-122.416457295,2024-06,06075017603
969,37.732487705,-122.384363365,2021-11,06075023102
970,37.800803175,-122.436797742,2020-10,06075012601
971,37.76721745,-122.445946271,2021-02,06075017101
972,37.743394614,-122.420001119,2020-03,06075025300
973,37.775074259,-122.42176935,2024-06,06075016802
974,37.764104409,-122.421877973,2020-11,06075020201
975,37.791697251,-122.39213406,2022-03,06075061507
976,37.78832457,-122.393911345,2024-11,06075061507
977,37.789415084,-122.390249077,2022-02,06075061505
978,37.784698897,-122.413593722,2020-07,06075012502
979,37.74360345,-122.484398292,2023-05,06075032801
980,37.762055463,-122.466711848,2024-04,06075030202
981,37.781145862,-122.409026046,2022-02,06075017604
982,37.730393305,-122.405771886,2022-12,06075025702
983,37.785502904,-122.414807787,2022-03,06075012204
984,37.751283573,-122.408512518,2021-02,06075022903
985,37.763654746,-122.393765213,2021-10,06075022702
986,37.797998108,-122.417192283,2021-09,06075010901
987,37.733044725,-122.38750988,2020-08,06075023102
988,37.774509381,-122.448686684,2024-06,06075016500
989,37.789670951,-122.419657119,2020-03,06075011102
990,37.745953202,-122.413523168,2022-08,06075025200
991,37.708760274,-122.453860529,2022-07,06075026201
992,37.77714448,-122.415757032,2021-12,06075017603
993,37.712148452,-122.40428784,2023-06,06075026403
994,37.797604593,-122.403668204,2023-05,06075010600
995,37.786004828,-122.395077257,2024-01,06075061503
996,37.780763699,-122.49116385,2022-12,06075042700
997,37.787027218,-122.394922601,2024-12,06075061503
998,37.722707242,-122.438130166,2023-03,06075026100
999,37.78832457,-122.393911345,2023-03,06075061507
1000,37.71617156,-122.432481963,2022-06,06075026004
1001,37.765783895,-122.421047941,2023-01,06075020102
1002,37.750967342,-122.487057147,2024-03,06075032902
1003,37.787295293,-122.415806128,2024-11,06075012204
1004,37.78832457,-122.393911345,2022-06,06075061507
1005,37.78832457,-122.393911345,2023-05,06075061507
1006,37.796522114,-122.410303225,2021-12,06075010701
1007,37.78666901,-122.420738096,2020-01,06075012202
1008,37.722153469,-122.398611327,2024-09,06075023300
1009,37.787915709,-122.419301486,2023-03,06075012001
1010,37.788679685,-122.418539257,2023-09,06075012001
1011,37.786259862,-122.4172796,2022-12,06075012203
1012,37.759221142,-122.408416598,2021-08,06075022801
1013,37.802985058,-122.41222223,2022-11,06075010401
1014,37.772134835,-122.388253013,2024-01,06075060701
1015,37.787542195,-122.394270413,2021-09,06075061503
1016,37.79303438,-122.407405071,2022-03,06075011800
1017,37.79848503,-122.406749744,2020-05,06075010600
1018,37.764112737,-122.421739994,2020-12,06075020102
1019,37.776374564,-122.413346205,2022-09,06075017603
1020,37.781300725,-122.479380201,2020-04,06075042601
1021,37.766343826,-122.445415295,2020-05,06075017101
1022,37.778068341,-122.466151799,2022-05,06075045202
1023,37.794613864,-122.403978966,2024-06,06075061101
1024,37.779813722,-122.403860418,2022-10,06075017804
1025,37.784199161,-122.414267551,2021-03,06075012502
1026,37.738244682,-122.478641294,2021-01,06075033002
1027,37.779299769,-122.430296293,2022-10,06075016101
1028,37.778672015,-122.439393826,2020-03,06075015802
1029,37.78832457,-122.393911345,2024-11,06075061507
1030,37.752242692,-122.419292769,2024-09,06075020900
1031,37.758676483,-122.417413346,2022-02,06075020801
1032,37.78832457,-122.393911345,2023-05,06075061507
1033,37.72189661,-122.457673472,2024-07,06075031201
1034,37.776512817,-122.414966684,2022-05,06075017603
1035,37.777341322,-122.428835696,2024-09,06075016300
1036,37.779530959,-122.413542707,2024-03,06075017604
1037,37.778690749,-122.494241006,2024-06,06075047802
1038,37.735797628,-122.421662064,2021-09,06075025401
1039,37.778797888,-122.422520702,2024-08,06075016200
1040,37.725362083,-122.440076455,2020-06,06075025501
1041,37.78658886,-122.401692292,2020-01,06075061501
1042,37.772587667,-122.411343205,2021-09,06075017803
1043,37.781537434,-122.40951834,2023-10,06075017604
1044,37.737389138,-122.39206622,2021-11,06075061200
1045,37.716572004,-122.390307055,2023-05,06075061000
1046,37.775757292,-122.475888701,2021-02,06075047600
1047,37.714311121,-122.492030022,2024-09,06075060400
1048,37.737496916,-122.506306073,2021-09,06075035400
1049,37.78511799,-122.41873546,2020-10,06075012202
1050,37.774759785,-122.416457295,2024-11,06075017603
1051,37.752822074,-122.409603405,2020-02,06075022902
1052,37.784903682,-122.416234049,2024-11,06075012203
1053,37.781063058,-122.409767402,2020-05,06075017604
1054,37.785611404,-122.414829444,2022-07,06075012204
1055,37.783388956,-122.409832446,2020-01,06075012503
1056,37.748980891,-122.408696819,2024-11,06075022903
1057,37.773707429,-122.433298927,2020-01,06075016400
1058,37.712653559,-122.443570222,2023-06,06075026301
1059,37.777400365,-122.4085655,2023-01,06075017804
1060,37.712218559,-122.444399465,2023-04,06075026303
1061,37.787027218,-122.394922601,2022-09,06075061503
1062,37.777410901,-122.461336231,2020-07,06075045100
1063,37.780906079,-122.413401297,2020-02,06075012504
1064,37.759438123,-122.419060338,2021-09,06075020801
1065,37.799946934,-122.428478709,2024-12,06075012901
1066,37.803303187,-122.413060207,2022-06,06075010401
1067,37.790280287,-122.414916875,2020-04,06075011901
1068,37.795032571,-122.407793069,2024-06,06075061102
1069,37.803961053,-122.43712616,2024-09,06075012601
1070,37.792008848,-122.415139729,2022-11,06075011200
1071,37.729697208,-122.392620746,2024-08,06075023003
1072,37.786986977,-122.419110401,2022-01,06075012002
1073,37.744200384,-122.418140898,2022-06,06075025300
1074,37.768433076,-122.426904152,2023-01,06075020300
1075,37.774091304,-122.419997169,2022-07,06075020101
1076,37.78161364,-122.41205414,2024-12,06075012503
1077,37.775769435,-122.442970614,2022-08,06075016500
1078,37.785740283,-122.413804266,2024-01,06075012302
1079,37.799946934,-122.428478709,2024-12,06075012901
1080,37.785325833,-122.417091508,2022-09,06075012203
1081,37.772694134,-122.42218914,2020-07,06075020101
1082,37.781063058,-122.409767402,2020-04,06075017604
1083,37.783388956,-122.409832446,2023-01,06075012503
1084,37.774295048,-122.507887207,2020-10,06075047903
1085,37.754424291,-122.409741838,2020-01,06075022803
1086,37.764104409,-122.421877973,2021-01,06075020201
1087,37.717612479,-122.482371216,2021-01,06075033204
1088,37.796150736,-122.409231849,2020-12,06075011300
1089,37.795475652,-122.425889481,2020-01,06075013101
1090,37.779530959,-122.413542707,2023-06,06075017604
1091,37.781537434,-122.40951834,2023-06,06075017604
1092,37.751753868,-122.468336241,2022-05,06075030302
1093,37.786268442,-122.412997235,2023-10,06075012302
1094,37.786042449,-122.414780263,2024-08,06075012204
1095,37.801704177,-122.428833527,2021-09,06075012901
1096,37.784181764,-122.414404219,2023-12,06075012404
1097,37.777083316,-122.416979514,2022-08,06075012405
1098,37.763015092,-122.46831698,2021-10,06075030202
1099,37.716115,-122.445729967,2020-06,06075026100
1100,37.771915195,-122.393497114,2024-04,06075060701
1101,37.750452868,-122.40802958,2020-06,06075022903
1102,37.761171436,-122.417033388,2024-05,06075022801
1103,37.775328443,-122.395002097,2021-04,06075060703
1104,37.78832457,-122.393911345,2023-06,06075061507
1105,37.713305183,-122.449246541,2024-10,06075026202
1106,37.785217363,-122.41706961,2021-06,06075012203
1107,37.782743972,-122.414884812,2022-02,06075012404
1108,37.763270374,-122.505122972,2020-10,06075035202
1109,37.776860577,-122.424731137,2020-12,06075016200
1110,37.773037538,-122.420091947,2023-05,06075020101
1111,37.759280566,-122.407438173,2021-06,06075022802
1112,37.777001636,-122.407616686,2023-06,06075017804
1113,37.751283573,-122.408512518,2021-01,06075022903
1114,37.764373209,-122.41747849,2022-06,06075020102
1115,37.77714448,-122.415757032,2021-08,06075017603
1116,37.789478818,-122.414561131,2023-05,06075011901
1117,37.782743972,-122.414884812,2023-05,06075012404
1118,37.71568992,-122.45479584,2021-11,06075031402
1119,37.771339101,-122.421139606,2022-07,06075020101
1120,37.75814031,-122.494012787,2022-06,06075032700
1121,37.778797888,-122.422520702,2022-04,06075016200
1122,37.773496894,-122.430795158,2020-01,06075016801
1123,37.736654087,-122.422304787,2024-11,06075025401
1124,37.778883042,-122.444512393,2024-05,06075015702
1125,37.753447354,-122.473266817,2020-04,06075030302
1126,37.786042449,-122.414780263,2024-10,06075012204
1127,37.741368855,-122.422541992,2020-11,06075025300
1128,37.770780046,-122.452080189,2023-03,06075016602
1129,37.774748587,-122.476286293,2021-09,06075047600
1130,37.766821331,-122.428814857,2024-02,06075020300
1131,37.78832457,-122.393911345,2023-05,06075061507
1132,37.751283573,-122.408512518,2021-02,06075022903
1133,37.717515889,-122.474827217,2020-02,06075033204
1134,37.78469123,-122.39458113,2024-02,06075061504
1135,37.803267639,-122.428236944,2021-05,06075012901
1136,37.779489776,-122.407376438,2021-11,06075017804
1137,37.774533881,-122.502672177,2022-02,06075047903
1138,37.769947478,-122.421979237,2022-08,06075020101
1139,37.757909533,-122.389734377,2023-12,06075022600
1140,37.78832457,-122.393911345,2023-06,06075061507
1141,37.732408468,-122.378290058,2022-04,06075023103
1142,37.802163581,-122.414518424,2021-04,06075010300
1143,37.772694134,-122.42218914,2020-06,06075020101
1144,37.801704177,-122.428833527,2021-11,06075012901
1145,37.710706851,-122.396661913,2021-01,06075061000
1146,37.777083316,-122.416979514,2022-09,06075012405
1147,37.719613877,-122.440752764,2020-06,06075026100
1148,37.78832457,-122.393911345,2022-10,06075061507
1149,37.783565477,-122.415051135,2022-03,06075012404
1150,37.730876892,-122.42503865,2022-02,06075025600
1151,37.800162135,-122.407558189,2022-09,06075010600
1152,37.777887965,-122.413601564,2022-01,06075017604
1153,37.778770016,-122.470027225,2024-08,06075045201
1154,37.761134471,-122.388487466,2024-11,06075022600
1155,37.784181764,-122.414404219,2020-07,06075012404
1156,37.783388956,-122.409832446,2023-02,06075012503
1157,37.722421323,-122.432278815,2020-03,06075026001
1158,37.772772155,-122.500252839,2022-02,06075047904
1159,37.800029852,-122.442000781,2020-09,06075012801
1160,37.78832457,-122.393911345,2022-10,06075061507
1161,37.723788125,-122.432796077,2023-09,06075026001
1162,37.7334095,-122.398168347,2020-10,06075023003
1163,37.783818168,-122.409131954,2023-01,06075012503
1164,37.780646414,-122.427178093,2022-09,06075016102
1165,37.764797067,-122.470592088,2020-12,06075030202
1166,37.795475652,-122.425889481,2022-02,06075013101
1167,37.722653939,-122.454180302,2022-04,06075031201
1168,37.786986977,-122.419110401,2020-02,06075012002
1169,37.722727037,-122.436194485,2024-01,06075026001
1170,37.777887965,-122.413601564,2020-06,06075017604
1171,37.791853892,-122.391364624,2023-09,06075061507
1172,37.77921535,-122.456329486,2022-05,06075015600
1173,37.800006433,-122.404571197,2023-04,06075010402
1174,37.800813867,-122.417624695,2024-02,06075010300
1175,37.78030991,-122.407975092,2021-05,06075017602
1176,37.777107722,-122.423094,2021-11,06075016200
1177,37.793506651,-122.433922047,2024-12,06075013200
1178,37.761167762,-122.429458567,2024-06,06075020601
1179,37.764146491,-122.46256245,2023-07,06075030101
1180,37.801596853,-122.441395331,2023-11,06075012601
1181,37.787289038,-122.424236212,2020-01,06075015100
1182,37.799925963,-122.443692005,2024-02,06075012700
1183,37.785631782,-122.413782611,2023-05,06075012301
1184,37.786986977,-122.419110401,2024-06,06075012002
1185,37.739072172,-122.412944515,2024-11,06075025402
1186,37.761031443,-122.419351641,2023-10,06075020802
1187,37.783925605,-122.463347748,2021-07,06075040100
1188,37.750097153,-122.440606261,2024-07,06075021300
1189,37.786941341,-122.41193902,2023-03,06075012302
1190,37.753880143,-122.416954469,2024-08,06075020900
1191,37.787027218,-122.394922601,2024-10,06075061503
1192,37.767477873,-122.419834387,2021-03,06075020101
1193,37.794613864,-122.403978966,2022-11,06075061101
1194,37.783388956,-122.409832446,2023-04,06075012503
1195,37.78030991,-122.407975092,2021-05,06075017602
1196,37.787027218,-122.394922601,2022-09,06075061503
1197,37.786514716,-122.469512922,2021-10,06075040200
1198,37.766134387,-122.421935076,2022-07,06075020102
1199,37.783388956,-122.409832446,2023-09,06075012503
1200,37.758241012,-122.491732794,2022-03,06075032700
1201,37.728604451,-122.425622121,2020-02,06075026002
1202,37.729697208,-122.392620746,2024-08,06075023003
1203,37.78511799,-122.41873546,2021-03,06075012202
1204,37.787027218,-122.394922601,2022-09,06075061503
1205,37.780563458,-122.495451414,2020-02,06075047802
1206,37.731069639,-122.379978569,2023-11,06075023102
1207,37.764556649,-122.476051424,2021-01,06075030201
1208,37.79926915,-122.444485651,2021-11,06075012801
1209,37.78832457,-122.393911345,2023-03,06075061507
1210,37.770780046,-122.452080189,2023-09,06075016602
1211,37.777083316,-122.416979514,2024-12,06075012405
1212,37.770824471,-122.436835894,2023-08,06075016700
1213,37.73764079,-122.397487086,2022-04,06075023001
1214,37.759806799,-122.425386497,2020-10,06075020701
1215,37.74896604,-122.49000471,2022-05,06075032901
1216,37.774973335,-122.403306382,2023-02,06075018000
1217,37.730454155,-122.490057886,2024-06,06075033100
1218,37.777923063,-122.404787953,2023-04,06075017804
1219,37.763506014,-122.426429239,2021-06,06075020300
1220,37.742845688,-122.481589415,2022-04,06075032801
1221,37.801395939,-122.407488381,2024-04,06075010600
1222,37.800064552,-122.408332405,2024-02,06075010600
1223,37.78832457,-122.393911345,2023-06,06075061507
1224,37.787403767,-122.415827994,2020-02,06075012002
1225,37.773707429,-122.433298927,2024-04,06075016400
1226,37.771722675,-122.393266192,2022-09,06075060701
1227,37.764112737,-122.421739994,2020-12,06075020102
1228,37.72991139,-122.458950873,2021-05,06075031000
1229,37.76274436,-122.419834317,2023-04,06075020802
1230,37.783904332,-122.390120594,2022-05,06075061508
1231,37.77714448,-122.415757032,2021-06,06075017603
1232,37.783388956,-122.409832446,2023-02,06075012503
1233,37.715910352,-122.477955973,2024-04,06075033203
1234,37.789160784,-122.416183426,2023-03,06075012001
1235,37.783673953,-122.415072979,2022-10,06075012404
1236,37.777083316,-122.416979514,2024-11,06075012405
1237,37.781537434,-122.40951834,2022-04,06075017604
1238,37.756372706,-122.491739885,2021-11,06075032700
1239,37.73165057,-122.446937341,2024-01,06075031100
1240,37.802251844,-122.417134301,2024-12,06075010300
1241,37.786601952,-122.419812186,2024-11,06075012202
1242,37.764373209,-122.41747849,2022-07,06075020102
1243,37.721778046,-122.460733044,2022-09,06075031201
1244,37.752002337,-122.408984897,2022-05,06075022903
1245,37.781537434,-122.40951834,2020-10,06075017604
1246,37.730050864,-122.376022018,2021-12,06075023103
1247,37.777083316,-122.416979514,2023-08,06075012405
1248,37.798379262,-122.417512644,2023-03,06075010901
1249,37.765792222,-122.420909959,2021-07,06075020102
1250,37.783565477,-122.415051135,2022-04,06075012404
1251,37.772683853,-122.426346199,2021-12,06075016802
1252,37.779489776,-122.407376438,2023-10,06075017804
1253,37.782077817,-122.46213993,2022-02,06075040100
1254,37.76830566,-122.427693846,2022-11,06075020300
1255,37.779766553,-122.438328083,2024-09,06075015801
1256,37.779086771,-122.44286543,2024-10,06075015702
1257,37.777107722,-122.423094,2021-11,06075016200
1258,37.785890332,-122.411725718,2022-04,06075012301
1259,37.777083316,-122.416979514,2022-08,06075012405
1260,37.741155441,-122.423572367,2022-04,06075025300
1261,37.771722675,-122.393266192,2022-08,06075060701
1262,37.789791451,-122.411243473,2024-10,06075012100
1263,37.729610572,-122.380720942,2023-05,06075023103
1264,37.770718366,-122.404602175,2020-06,06075018000
1265,37.765632803,-122.462198114,2023-05,06075030101
1266,37.759724583,-122.500570753,2022-05,06075035101
1267,37.777083316,-122.416979514,2020-02,06075012405
1268,37.791697251,-122.39213406,2024-08,06075061507
1269,37.763654746,-122.393765213,2024-08,06075022702
1270,37.785736789,-122.389124364,2023-12,06075061508
1271,37.787755912,-122.390700753,2021-08,06075061506
1272,37.775702747,-122.510119118,2022-07,06075047904
1273,37.766134387,-122.421935076,2023-06,06075020102
1274,37.773574575,-122.448495991,2021-07,06075016500
1275,37.766703828,-122.420236789,2022-10,06075020101
1276,37.773744692,-122.478973408,2022-11,06075047702
1277,37.731751769,-122.383084173,2022-08,06075023102
1278,37.785436481,-122.415336128,2022-10,06075012204
1279,37.717612479,-122.482371216,2020-12,06075033204
1280,37.777083316,-122.416979514,2024-11,06075012405
1281,37.786601952,-122.419812186,2024-11,06075012202
1282,37.797153839,-122.413312256,2022-08,06075010800
1283,37.764373209,-122.41747849,2022-02,06075020102
1284,37.738074051,-122.399915418,2024-08,06075023001
1285,37.71749869,-122.406313445,2023-07,06075026402
1286,37.779758608,-122.470711255,2023-08,06075045201
1287,37.776569057,-122.509262829,2022-09,06075047904
1288,37.786995531,-122.414832698,2024-09,06075012302
1289,37.763654746,-122.393765213,2021-10,06075022702
1290,37.788955612,-122.417825829,2020-03,06075012001
1291,37.763015092,-122.46831698,2022-02,06075030202
1292,37.773496894,-122.430795158,2022-11,06075016801
1293,37.722993948,-122.435557068,2022-09,06075026001
1294,37.72078041,-122.445122592,2021-08,06075026100
1295,37.804375683,-122.446289341,2020-07,06075012700
1296,37.778690749,-122.494241006,2023-09,06075047802
1297,37.805980598,-122.411141131,2022-05,06075010101
1298,37.78832457,-122.393911345,2022-06,06075061507
1299,37.783565477,-122.415051135,2022-10,06075012404
1300,37.779106802,-122.431789183,2022-10,06075016101
1301,37.744465043,-122.43884985,2024-10,06075021600
1302,37.774533881,-122.502672177,2022-01,06075047903
1303,37.742786674,-122.436282312,2020-10,06075021600
1304,37.781537434,-122.40951834,2023-07,06075017604
1305,37.783388956,-122.409832446,2021-02,06075012503
1306,37.718549431,-122.433029619,2020-01,06075026004
1307,37.772973503,-122.43824484,2024-12,06075016700
1308,37.751283573,-122.408512518,2021-01,06075022903
1309,37.772683853,-122.426346199,2021-01,06075016802
1310,37.730886198,-122.399992809,2022-06,06075023003
1311,37.803028389,-122.41943472,2021-09,06075010202
1312,37.789362959,-122.434001716,2021-06,06075013500
1313,37.776012171,-122.470296348,2022-10,06075045201
1314,37.708943567,-122.444958463,2022-01,06075026303
1315,37.716508763,-122.436747872,2020-06,06075026004
1316,37.77714448,-122.415757032,2020-03,06075017603
1317,37.72030093,-122.434349394,2023-12,06075026001
1318,37.779381466,-122.435357598,2024-05,06075015801
1319,37.776613616,-122.476422595,2023-08,06075047600
1320,37.755981622,-122.422122609,2023-04,06075020701
1321,37.777887965,-122.413601564,2020-08,06075017604
1322,37.764556649,-122.476051424,2021-01,06075030201
1323,37.761357777,-122.505924513,2021-10,06075035202
1324,37.718831876,-122.40675826,2023-05,06075026402
1325,37.710214166,-122.450670999,2023-02,06075026201
1326,37.785890332,-122.411725718,2021-11,06075012301
1327,37.773327705,-122.507350732,2020-08,06075047904
1328,37.778487482,-122.425830801,2021-10,06075016102
1329,37.782743972,-122.414884812,2023-01,06075012404
1330,37.780457839,-122.428690538,2022-09,06075016102
1331,37.755841558,-122.40177993,2024-10,06075061401
1332,37.72097121,-122.436020276,2022-01,06075026004
1333,37.771332744,-122.429448383,2021-07,06075016801
1334,37.785128507,-122.414455367,2022-10,06075012301
1335,37.78487378,-122.389808109,2021-06,06075061508
1336,37.774759785,-122.416457295,2024-06,06075017603
1337,37.787027218,-122.394922601,2022-09,06075061503
1338,37.764373209,-122.41747849,2023-05,06075020102
1339,37.774817065,-122.41284503,2021-02,06075017803
1340,37.782691088,-122.409536705,2022-06,06075017602
1341,37.795646678,-122.406066658,2022-11,06075061101
1342,37.780457839,-122.428690538,2022-10,06075016102
1343,37.780965818,-122.428020291,2022-09,06075016102
1344,37.748408198,-122.411010507,2021-11,06075022902
1345,37.77620321,-122.428744874,2022-03,06075016300
1346,37.757048383,-122.476471289,2023-06,06075030301
1347,37.767530719,-122.428694761,2024-12,06075020300
1348,37.776384775,-122.442321335,2022-02,06075015702
1349,37.790942138,-122.409016348,2024-12,06075011902
1350,37.774408922,-122.44192172,2023-09,06075016500
1351,37.773408312,-122.486332269,2021-12,06075047702
1352,37.784299382,-122.410141319,2023-02,06075012503
1353,37.784129247,-122.421947317,2021-08,06075016000
1354,37.787504496,-122.414163692,2022-03,06075012302
1355,37.803543287,-122.438381236,2024-04,06075012601
1356,37.78832457,-122.393911345,2023-05,06075061507
1357,37.785890332,-122.411725718,2022-05,06075012301
1358,37.740832568,-122.50462415,2022-08,06075035400
1359,37.747573549,-122.499114772,2022-06,06075035300
1360,37.787027218,-122.394922601,2022-08,06075061503
1361,37.772694134,-122.42218914,2023-08,06075020101
1362,37.772694134,-122.42218914,2022-12,06075020101
1363,37.788126304,-122.417657212,2022-01,06075012001
1364,37.789478818,-122.414561131,2020-07,06075011901
1365,37.748192598,-122.44493523,2023-05,06075020402
1366,37.783388956,-122.409832446,2020-01,06075012503
1367,37.798759696,-122.440956203,2021-08,06075012801
1368,37.765600241,-122.424062974,2020-03,06075020201
1369,37.749433001,-122.479429831,2021-10,06075032802
1370,37.76329484,-122.434035369,2021-05,06075020300
1371,37.78469123,-122.39458113,2024-10,06075061504
1372,37.777083316,-122.416979514,2023-06,06075012405
1373,37.802723623,-122.42499636,2020-08,06075012901
1374,37.78832457,-122.393911345,2023-05,06075061507
1375,37.730794496,-122.406557859,2022-09,06075025702
1376,37.71568992,-122.45479584,2020-10,06075031402
1377,37.724764666,-122.394718932,2023-03,06075023300
1378,37.758676483,-122.417413346,2021-06,06075020801
1379,37.774091304,-122.419997169,2022-07,06075020101
1380,37.782743972,-122.414884812,2020-11,06075012404
1381,37.763654746,-122.393765213,2021-10,06075022702
1382,37.779489776,-122.407376438,2022-01,06075017804
1383,37.761386009,-122.482883771,2020-02,06075032601
1384,37.789795697,-122.415397149,2021-11,06075011901
1385,37.782635513,-122.414862827,2024-04,06075012404
1386,37.773408312,-122.486332269,2022-01,06075047702
1387,37.759934505,-122.398703844,2021-01,06075022704
1388,37.751558781,-122.430772935,2020-12,06075021100
1389,37.761911372,-122.406679505,2022-02,06075022802
1390,37.767530719,-122.428694761,2023-01,06075020300
1391,37.780646414,-122.427178093,2022-10,06075016102
1392,37.74485948,-122.498317585,2020-03,06075035300
1393,37.778676959,-122.408601057,2022-02,06075017602
1394,37.763249274,-122.423522329,2024-07,06075020201
1395,37.731989462,-122.400749943,2022-01,06075023001
1396,37.730876892,-122.42503865,2022-02,06075025600
1397,37.776839383,-122.493175112,2021-07,06075047801
1398,37.782743972,-122.414884812,2021-07,06075012404
1399,37.770679319,-122.449598813,2021-09,06075016602
1400,37.780877259,-122.414506898,2021-09,06075012405
1401,37.733228508,-122.423758899,2021-08,06075025403
1402,37.748408198,-122.411010507,2022-02,06075022902
1403,37.783634136,-122.469908012,2021-06,06075040200
1404,37.782635513,-122.414862827,2024-05,06075012404
1405,37.781145862,-122.409026046,2020-12,06075017604
1406,37.787027218,-122.394922601,2022-09,06075061503
1407,37.787756621,-122.413055711,2020-05,06075012100
1408,37.786514716,-122.469512922,2021-04,06075040200
1409,37.78832457,-122.393911345,2024-01,06075061507
1410,37.779530959,-122.413542707,2023-11,06075017604
1411,37.780130375,-122.40987145,2020-01,06075017604
1412,37.787027218,-122.394922601,2022-08,06075061503
1413,37.787027218,-122.394922601,2023-09,06075061503
1414,37.777790309,-122.412834332,2021-10,06075017604
1415,37.764987402,-122.421639212,2023-12,06075020102
1416,37.771835346,-122.443861894,2024-10,06075016601
1417,37.74970201,-122.420499334,2024-12,06075021000
1418,37.786004828,-122.395077257,2024-10,06075061503
1419,37.76860658,-122.449976975,2023-10,06075017102
1420,37.78832457,-122.393911345,2022-06,06075061507
1421,37.763654746,-122.393765213,2021-10,06075022702
1422,37.779530959,-122.413542707,2023-01,06075017604
1423,37.771213095,-122.433709296,2020-08,06075016700
1424,37.787027218,-122.394922601,2020-08,06075061503
1425,37.738787268,-122.450627333,2022-11,06075030700
1426,37.722376827,-122.439495401,2022-12,06075026100
1427,37.782853685,-122.417365507,2022-12,06075012403
1428,37.782448498,-122.416327441,2021-01,06075012403
1429,37.745863764,-122.419633929,2022-05,06075025300
1430,37.787027218,-122.394922601,2022-04,06075061503
1431,37.763517597,-122.419004027,2024-08,06075020102
1432,37.78832457,-122.393911345,2023-05,06075061507
1433,37.76532636,-122.414201572,2023-03,06075017700
1434,37.758288706,-122.411433127,2022-02,06075022801
1435,37.72972127,-122.380709834,2022-02,06075023103
